cathode TotalCurrent(SSE_n44_des) X,cathode TotalCurrent(SSE_n44_des) Y,cathode TotalCurrent(SSE_n45_des) X,cathode TotalCurrent(SSE_n45_des) Y,cathode TotalCurrent(SSE_n47_des) X,cathode TotalCurrent(SSE_n47_des) Y,cathode TotalCurrent(SSE_n48_des) X,cathode TotalCurrent(SSE_n48_des) Y
5.0986693e-11,4.1106235e-06,5.0986693e-11,3.8923806e-06,5.0986693e-11,3.8155997e-06,5.0986693e-11,4.9432196e-06
5.1086693e-11,4.0959304e-06,5.1086693e-11,3.8784027e-06,5.1086693e-11,3.8020661e-06,5.1086693e-11,4.9225503e-06
5.1186693e-11,4.0813307e-06,5.1186693e-11,3.8645155e-06,5.1186693e-11,3.7886183e-06,5.1186693e-11,4.9020122e-06
5.1286693e-11,4.0668237e-06,5.1286693e-11,3.8507181e-06,5.1286693e-11,3.7752557e-06,5.1286693e-11,4.8816043e-06
5.1386693e-11,4.0524085e-06,5.1386693e-11,3.8370098e-06,5.1386693e-11,3.7619775e-06,5.1386693e-11,4.8613257e-06
5.1486693e-11,4.0380844e-06,5.1486693e-11,3.8233897e-06,5.1486693e-11,3.748783e-06,5.1486693e-11,4.8411753e-06
5.1586693e-11,4.0238507e-06,5.1586693e-11,3.8098572e-06,5.1586693e-11,3.7356716e-06,5.1586693e-11,4.8211521e-06
5.1686693e-11,4.0097065e-06,5.1686693e-11,3.7964114e-06,5.1686693e-11,3.7226424e-06,5.1686693e-11,4.8012552e-06
5.1786693e-11,3.9956511e-06,5.1786693e-11,3.7830516e-06,5.1786693e-11,3.7096949e-06,5.1786693e-11,4.7814837e-06
5.1886693e-11,3.9816838e-06,5.1886693e-11,3.7697771e-06,5.1886693e-11,3.6968283e-06,5.1886693e-11,4.7618364e-06
5.1986693e-11,3.9678038e-06,5.1986693e-11,3.7565872e-06,5.1986693e-11,3.6840419e-06,5.1986693e-11,4.7423126e-06
5.2086693e-11,3.9540104e-06,5.2086693e-11,3.7434812e-06,5.2086693e-11,3.6713351e-06,5.2086693e-11,4.7229113e-06
5.2186693e-11,3.9403029e-06,5.2186693e-11,3.7304583e-06,5.2186693e-11,3.6587072e-06,5.2186693e-11,4.7036315e-06
5.2286693e-11,3.9266805e-06,5.2286693e-11,3.7175178e-06,5.2286693e-11,3.6461576e-06,5.2286693e-11,4.6844724e-06
5.2386693e-11,3.9131426e-06,5.2386693e-11,3.704659e-06,5.2386693e-11,3.6336855e-06,5.2386693e-11,4.6654329e-06
5.2486693e-11,3.8996885e-06,5.2486693e-11,3.6918813e-06,5.2486693e-11,3.6212904e-06,5.2486693e-11,4.6465122e-06
5.2586693e-11,3.8863175e-06,5.2586693e-11,3.679184e-06,5.2586693e-11,3.6089715e-06,5.2586693e-11,4.6277095e-06
5.2686693e-11,3.8730288e-06,5.2686693e-11,3.6665663e-06,5.2686693e-11,3.5967283e-06,5.2686693e-11,4.6090237e-06
5.2786693e-11,3.8598219e-06,5.2786693e-11,3.6540277e-06,5.2786693e-11,3.5845602e-06,5.2786693e-11,4.5904541e-06
5.2886693e-11,3.846696e-06,5.2886693e-11,3.6415675e-06,5.2886693e-11,3.5724664e-06,5.2886693e-11,4.5719997e-06
5.2986693e-11,3.8336505e-06,5.2986693e-11,3.629185e-06,5.2986693e-11,3.5604464e-06,5.2986693e-11,4.5536596e-06
5.3086693e-11,3.8206848e-06,5.3086693e-11,3.6168796e-06,5.3086693e-11,3.5484995e-06,5.3086693e-11,4.5354331e-06
5.3186693e-11,3.8077982e-06,5.3186693e-11,3.6046506e-06,5.3186693e-11,3.5366252e-06,5.3186693e-11,4.5173193e-06
5.3286693e-11,3.7949901e-06,5.3286693e-11,3.5924976e-06,5.3286693e-11,3.5248229e-06,5.3286693e-11,4.4993172e-06
5.3386693e-11,3.7822598e-06,5.3386693e-11,3.5804197e-06,5.3386693e-11,3.513092e-06,5.3386693e-11,4.4814261e-06
5.3486693e-11,3.7696067e-06,5.3486693e-11,3.5684165e-06,5.3486693e-11,3.5014318e-06,5.3486693e-11,4.4636451e-06
5.3586693e-11,3.7570303e-06,5.3586693e-11,3.5564872e-06,5.3586693e-11,3.4898418e-06,5.3586693e-11,4.4459735e-06
5.3686693e-11,3.7445299e-06,5.3686693e-11,3.5446315e-06,5.3686693e-11,3.4783215e-06,5.3686693e-11,4.4284104e-06
5.3786693e-11,3.7321049e-06,5.3786693e-11,3.5328485e-06,5.3786693e-11,3.4668703e-06,5.3786693e-11,4.4109549e-06
5.3886693e-11,3.7197547e-06,5.3886693e-11,3.5211379e-06,5.3886693e-11,3.4554876e-06,5.3886693e-11,4.3936063e-06
5.3986693e-11,3.7074788e-06,5.3986693e-11,3.5094989e-06,5.3986693e-11,3.4441729e-06,5.3986693e-11,4.3763638e-06
5.4086693e-11,3.6952766e-06,5.4086693e-11,3.497931e-06,5.4086693e-11,3.4329257e-06,5.4086693e-11,4.3592265e-06
5.4186693e-11,3.6831474e-06,5.4186693e-11,3.4864337e-06,5.4186693e-11,3.4217454e-06,5.4186693e-11,4.3421938e-06
5.4286693e-11,3.6710908e-06,5.4286693e-11,3.4750064e-06,5.4286693e-11,3.4106314e-06,5.4286693e-11,4.3252648e-06
5.4386693e-11,3.6591061e-06,5.4386693e-11,3.4636486e-06,5.4386693e-11,3.3995833e-06,5.4386693e-11,4.3084388e-06
5.4486693e-11,3.6471928e-06,5.4486693e-11,3.4523597e-06,5.4486693e-11,3.3886006e-06,5.4486693e-11,4.291715e-06
5.4586693e-11,3.6353504e-06,5.4586693e-11,3.4411391e-06,5.4586693e-11,3.3776827e-06,5.4586693e-11,4.2750926e-06
5.4686693e-11,3.6235783e-06,5.4686693e-11,3.4299864e-06,5.4686693e-11,3.3668292e-06,5.4686693e-11,4.258571e-06
5.4786693e-11,3.6118759e-06,5.4786693e-11,3.418901e-06,5.4786693e-11,3.3560395e-06,5.4786693e-11,4.2421493e-06
5.4886693e-11,3.6002427e-06,5.4886693e-11,3.4078823e-06,5.4886693e-11,3.3453132e-06,5.4886693e-11,4.2258268e-06
5.4986693e-11,3.5886783e-06,5.4986693e-11,3.3969299e-06,5.4986693e-11,3.3346497e-06,5.4986693e-11,4.2096029e-06
5.5086693e-11,3.5771819e-06,5.5086693e-11,3.3860432e-06,5.5086693e-11,3.3240487e-06,5.5086693e-11,4.1934767e-06
5.5186693e-11,3.5657532e-06,5.5186693e-11,3.3752216e-06,5.5186693e-11,3.3135095e-06,5.5186693e-11,4.1774476e-06
5.5286693e-11,3.5543916e-06,5.5286693e-11,3.3644648e-06,5.5286693e-11,3.3030318e-06,5.5286693e-11,4.1615148e-06
5.5386693e-11,3.5430965e-06,5.5386693e-11,3.3537722e-06,5.5386693e-11,3.2926151e-06,5.5386693e-11,4.1456777e-06
5.5486693e-11,3.5318675e-06,5.5486693e-11,3.3431432e-06,5.5486693e-11,3.2822589e-06,5.5486693e-11,4.1299355e-06
5.5586693e-11,3.5207041e-06,5.5586693e-11,3.3325774e-06,5.5586693e-11,3.2719628e-06,5.5586693e-11,4.1142876e-06
5.5686693e-11,3.5096057e-06,5.5686693e-11,3.3220743e-06,5.5686693e-11,3.2617262e-06,5.5686693e-11,4.0987333e-06
5.5786693e-11,3.4985718e-06,5.5786693e-11,3.3116333e-06,5.5786693e-11,3.2515488e-06,5.5786693e-11,4.0832719e-06
5.5886693e-11,3.487602e-06,5.5886693e-11,3.301254e-06,5.5886693e-11,3.2414301e-06,5.5886693e-11,4.0679027e-06
5.5986693e-11,3.4766956e-06,5.5986693e-11,3.2909359e-06,5.5986693e-11,3.2313697e-06,5.5986693e-11,4.052625e-06
5.6086693e-11,3.4658524e-06,5.6086693e-11,3.2806785e-06,5.6086693e-11,3.221367e-06,5.6086693e-11,4.0374382e-06
5.6186693e-11,3.4550716e-06,5.6186693e-11,3.2704814e-06,5.6186693e-11,3.2114218e-06,5.6186693e-11,4.0223417e-06
5.6286693e-11,3.444353e-06,5.6286693e-11,3.260344e-06,5.6286693e-11,3.2015334e-06,5.6286693e-11,4.0073347e-06
5.6386693e-11,3.4336959e-06,5.6386693e-11,3.2502658e-06,5.6386693e-11,3.1917016e-06,5.6386693e-11,3.9924166e-06
5.6486693e-11,3.4231e-06,5.6486693e-11,3.2402465e-06,5.6486693e-11,3.1819259e-06,5.6486693e-11,3.9775868e-06
5.6586693e-11,3.4125647e-06,5.6586693e-11,3.2302855e-06,5.6586693e-11,3.1722057e-06,5.6586693e-11,3.9628447e-06
5.6686693e-11,3.4020895e-06,5.6686693e-11,3.2203825e-06,5.6686693e-11,3.1625408e-06,5.6686693e-11,3.9481895e-06
5.6786693e-11,3.3916741e-06,5.6786693e-11,3.2105368e-06,5.6786693e-11,3.1529307e-06,5.6786693e-11,3.9336208e-06
5.6886693e-11,3.381318e-06,5.6886693e-11,3.2007482e-06,5.6886693e-11,3.143375e-06,5.6886693e-11,3.9191378e-06
5.6986693e-11,3.3710207e-06,5.6986693e-11,3.1910161e-06,5.6986693e-11,3.1338732e-06,5.6986693e-11,3.9047399e-06
5.7086693e-11,3.3607817e-06,5.7086693e-11,3.1813401e-06,5.7086693e-11,3.124425e-06,5.7086693e-11,3.8904266e-06
5.7186693e-11,3.3506006e-06,5.7186693e-11,3.1717198e-06,5.7186693e-11,3.1150299e-06,5.7186693e-11,3.8761972e-06
5.7286693e-11,3.3404771e-06,5.7286693e-11,3.1621548e-06,5.7286693e-11,3.1056876e-06,5.7286693e-11,3.8620511e-06
5.7386693e-11,3.3304106e-06,5.7386693e-11,3.1526446e-06,5.7386693e-11,3.0963976e-06,5.7386693e-11,3.8479877e-06
5.7486693e-11,3.3204008e-06,5.7486693e-11,3.1431887e-06,5.7486693e-11,3.0871595e-06,5.7486693e-11,3.8340065e-06
5.7586693e-11,3.3104471e-06,5.7586693e-11,3.1337869e-06,5.7586693e-11,3.077973e-06,5.7586693e-11,3.8201068e-06
5.7686693e-11,3.3005493e-06,5.7686693e-11,3.1244387e-06,5.7686693e-11,3.0688377e-06,5.7686693e-11,3.8062881e-06
5.7786693e-11,3.2907068e-06,5.7786693e-11,3.1151436e-06,5.7786693e-11,3.0597531e-06,5.7786693e-11,3.7925498e-06
5.7886693e-11,3.2809193e-06,5.7886693e-11,3.1059014e-06,5.7886693e-11,3.0507189e-06,5.7886693e-11,3.7788913e-06
5.7986693e-11,3.2711865e-06,5.7986693e-11,3.0967115e-06,5.7986693e-11,3.0417347e-06,5.7986693e-11,3.765312e-06
5.8086693e-11,3.2615078e-06,5.8086693e-11,3.0875736e-06,5.8086693e-11,3.0328001e-06,5.8086693e-11,3.7518115e-06
5.8186693e-11,3.2518829e-06,5.8186693e-11,3.0784874e-06,5.8186693e-11,3.0239148e-06,5.8186693e-11,3.7383892e-06
5.8286693e-11,3.2423114e-06,5.8286693e-11,3.0694524e-06,5.8286693e-11,3.0150785e-06,5.8286693e-11,3.7250444e-06
5.8386693e-11,3.2327929e-06,5.8386693e-11,3.0604683e-06,5.8386693e-11,3.0062906e-06,5.8386693e-11,3.7117767e-06
5.8486693e-11,3.2233271e-06,5.8486693e-11,3.0515347e-06,5.8486693e-11,2.997551e-06,5.8486693e-11,3.6985855e-06
5.8586693e-11,3.2139136e-06,5.8586693e-11,3.0426513e-06,5.8586693e-11,2.9888592e-06,5.8586693e-11,3.6854703e-06
5.8686693e-11,3.204552e-06,5.8686693e-11,3.0338176e-06,5.8686693e-11,2.9802149e-06,5.8686693e-11,3.6724306e-06
5.8786693e-11,3.1952419e-06,5.8786693e-11,3.0250334e-06,5.8786693e-11,2.9716177e-06,5.8786693e-11,3.6594658e-06
5.8886693e-11,3.1859831e-06,5.8886693e-11,3.0162982e-06,5.8886693e-11,2.9630674e-06,5.8886693e-11,3.6465754e-06
5.8986693e-11,3.176775e-06,5.8986693e-11,3.0076118e-06,5.8986693e-11,2.9545635e-06,5.8986693e-11,3.633759e-06
5.9086693e-11,3.1676174e-06,5.9086693e-11,2.9989737e-06,5.9086693e-11,2.9461058e-06,5.9086693e-11,3.6210159e-06
5.9186693e-11,3.15851e-06,5.9186693e-11,2.9903837e-06,5.9186693e-11,2.9376939e-06,5.9186693e-11,3.6083457e-06
5.9286693e-11,3.1494523e-06,5.9286693e-11,2.9818414e-06,5.9286693e-11,2.9293275e-06,5.9286693e-11,3.5957478e-06
5.9386693e-11,3.140444e-06,5.9386693e-11,2.9733464e-06,5.9386693e-11,2.9210063e-06,5.9386693e-11,3.5832219e-06
5.9486693e-11,3.1314849e-06,5.9486693e-11,2.9648985e-06,5.9486693e-11,2.91273e-06,5.9486693e-11,3.5707673e-06
5.9586693e-11,3.1225745e-06,5.9586693e-11,2.9564973e-06,5.9586693e-11,2.9044982e-06,5.9586693e-11,3.5583836e-06
5.9686693e-11,3.1137125e-06,5.9686693e-11,2.9481425e-06,5.9686693e-11,2.8963107e-06,5.9686693e-11,3.5460703e-06
5.9786693e-11,3.1048986e-06,5.9786693e-11,2.9398337e-06,5.9786693e-11,2.8881672e-06,5.9786693e-11,3.533827e-06
5.9886693e-11,3.0961324e-06,5.9886693e-11,2.9315707e-06,5.9886693e-11,2.8800672e-06,5.9886693e-11,3.5216531e-06
5.9986693e-11,3.0874136e-06,5.9986693e-11,2.923353e-06,5.9986693e-11,2.8720107e-06,5.9986693e-11,3.5095481e-06
6.0086693e-11,3.078742e-06,6.0086693e-11,2.9151805e-06,6.0086693e-11,2.8639972e-06,6.0086693e-11,3.4975116e-06
6.0186693e-11,3.0701171e-06,6.0186693e-11,2.9070527e-06,6.0186693e-11,2.8560265e-06,6.0186693e-11,3.4855432e-06
6.0286693e-11,3.0615386e-06,6.0286693e-11,2.8989695e-06,6.0286693e-11,2.8480983e-06,6.0286693e-11,3.4736423e-06
6.0386693e-11,3.0530063e-06,6.0386693e-11,2.8909303e-06,6.0386693e-11,2.8402122e-06,6.0386693e-11,3.4618085e-06
6.0486693e-11,3.0445198e-06,6.0486693e-11,2.882935e-06,6.0486693e-11,2.8323681e-06,6.0486693e-11,3.4500413e-06
6.0586693e-11,3.0360787e-06,6.0586693e-11,2.8749832e-06,6.0586693e-11,2.8245657e-06,6.0586693e-11,3.4383403e-06
6.0686693e-11,3.0276828e-06,6.0686693e-11,2.8670747e-06,6.0686693e-11,2.8168046e-06,6.0686693e-11,3.426705e-06
6.0786693e-11,3.0193318e-06,6.0786693e-11,2.8592091e-06,6.0786693e-11,2.8090845e-06,6.0786693e-11,3.4151349e-06
6.0886693e-11,3.0110253e-06,6.0886693e-11,2.8513861e-06,6.0886693e-11,2.8014053e-06,6.0886693e-11,3.4036297e-06
6.0986693e-11,3.0027631e-06,6.0986693e-11,2.8436054e-06,6.0986693e-11,2.7937667e-06,6.0986693e-11,3.3921888e-06
6.1086693e-11,2.9945448e-06,6.1086693e-11,2.8358667e-06,6.1086693e-11,2.7861682e-06,6.1086693e-11,3.3808119e-06
6.1186693e-11,2.9863701e-06,6.1186693e-11,2.8281698e-06,6.1186693e-11,2.7786098e-06,6.1186693e-11,3.3694985e-06
6.1286693e-11,2.9782387e-06,6.1286693e-11,2.8205143e-06,6.1286693e-11,2.7710912e-06,6.1286693e-11,3.3582482e-06
6.1386693e-11,2.9701503e-06,6.1386693e-11,2.8128998e-06,6.1386693e-11,2.7636119e-06,6.1386693e-11,3.3470604e-06
6.1486693e-11,2.9621046e-06,6.1486693e-11,2.8053263e-06,6.1486693e-11,2.7561719e-06,6.1486693e-11,3.3359349e-06
6.1586693e-11,2.9541013e-06,6.1586693e-11,2.7977932e-06,6.1586693e-11,2.7487709e-06,6.1586693e-11,3.3248712e-06
6.1686693e-11,2.9461402e-06,6.1686693e-11,2.7903004e-06,6.1686693e-11,2.7414085e-06,6.1686693e-11,3.3138689e-06
6.1786693e-11,2.9382208e-06,6.1786693e-11,2.7828476e-06,6.1786693e-11,2.7340845e-06,6.1786693e-11,3.3029275e-06
6.1886693e-11,2.930343e-06,6.1886693e-11,2.7754345e-06,6.1886693e-11,2.7267987e-06,6.1886693e-11,3.2920466e-06
6.1986693e-11,2.9225065e-06,6.1986693e-11,2.7680607e-06,6.1986693e-11,2.7195508e-06,6.1986693e-11,3.2812258e-06
6.2086693e-11,2.9147108e-06,6.2086693e-11,2.7607261e-06,6.2086693e-11,2.7123405e-06,6.2086693e-11,3.2704648e-06
6.2186693e-11,2.9069558e-06,6.2186693e-11,2.7534303e-06,6.2186693e-11,2.7051676e-06,6.2186693e-11,3.2597631e-06
6.2286693e-11,2.8992412e-06,6.2286693e-11,2.746173e-06,6.2286693e-11,2.6980319e-06,6.2286693e-11,3.2491204e-06
6.2386693e-11,2.8915667e-06,6.2386693e-11,2.7389541e-06,6.2386693e-11,2.690933e-06,6.2386693e-11,3.2385361e-06
6.2486693e-11,2.8839321e-06,6.2486693e-11,2.7317731e-06,6.2486693e-11,2.6838708e-06,6.2486693e-11,3.2280101e-06
6.2586693e-11,2.8763369e-06,6.2586693e-11,2.7246299e-06,6.2586693e-11,2.676845e-06,6.2586693e-11,3.2175417e-06
6.2686693e-11,2.868781e-06,6.2686693e-11,2.7175241e-06,6.2686693e-11,2.6698552e-06,6.2686693e-11,3.2071307e-06
6.2786693e-11,2.8612641e-06,6.2786693e-11,2.7104555e-06,6.2786693e-11,2.6629014e-06,6.2786693e-11,3.1967768e-06
6.2886693e-11,2.853786e-06,6.2886693e-11,2.7034239e-06,6.2886693e-11,2.6559833e-06,6.2886693e-11,3.1864794e-06
6.2986693e-11,2.8463463e-06,6.2986693e-11,2.696429e-06,6.2986693e-11,2.6491005e-06,6.2986693e-11,3.1762383e-06
6.3086693e-11,2.8389448e-06,6.3086693e-11,2.6894705e-06,6.3086693e-11,2.6422529e-06,6.3086693e-11,3.166053e-06
6.3186693e-11,2.8315812e-06,6.3186693e-11,2.6825482e-06,6.3186693e-11,2.6354402e-06,6.3186693e-11,3.1559233e-06
6.3286693e-11,2.8242553e-06,6.3286693e-11,2.6756618e-06,6.3286693e-11,2.6286622e-06,6.3286693e-11,3.1458487e-06
6.3386693e-11,2.8169669e-06,6.3386693e-11,2.668811e-06,6.3386693e-11,2.6219186e-06,6.3386693e-11,3.1358289e-06
6.3486693e-11,2.8097156e-06,6.3486693e-11,2.6619957e-06,6.3486693e-11,2.6152093e-06,6.3486693e-11,3.1258635e-06
6.3586693e-11,2.8025012e-06,6.3586693e-11,2.6552156e-06,6.3586693e-11,2.6085339e-06,6.3586693e-11,3.1159522e-06
6.3686693e-11,2.7953236e-06,6.3686693e-11,2.6484704e-06,6.3686693e-11,2.6018923e-06,6.3686693e-11,3.1060946e-06
6.3786693e-11,2.7881823e-06,6.3786693e-11,2.6417599e-06,6.3786693e-11,2.5952842e-06,6.3786693e-11,3.0962904e-06
6.3886693e-11,2.7810773e-06,6.3886693e-11,2.6350839e-06,6.3886693e-11,2.5887094e-06,6.3886693e-11,3.0865392e-06
6.3986693e-11,2.7740082e-06,6.3986693e-11,2.6284421e-06,6.3986693e-11,2.5821676e-06,6.3986693e-11,3.0768407e-06
6.4086693e-11,2.7669748e-06,6.4086693e-11,2.6218343e-06,6.4086693e-11,2.5756587e-06,6.4086693e-11,3.0671945e-06
6.4186693e-11,2.7599769e-06,6.4186693e-11,2.6152603e-06,6.4186693e-11,2.5691825e-06,6.4186693e-11,3.0576004e-06
6.4286693e-11,2.7530143e-06,6.4286693e-11,2.6087199e-06,6.4286693e-11,2.5627386e-06,6.4286693e-11,3.0480579e-06
6.4386693e-11,2.7460867e-06,6.4386693e-11,2.6022128e-06,6.4386693e-11,2.5563269e-06,6.4386693e-11,3.0385668e-06
6.4486693e-11,2.7391939e-06,6.4486693e-11,2.5957388e-06,6.4486693e-11,2.5499472e-06,6.4486693e-11,3.0291267e-06
6.4586693e-11,2.7323357e-06,6.4586693e-11,2.5892977e-06,6.4586693e-11,2.5435992e-06,6.4586693e-11,3.0197373e-06
6.4686693e-11,2.7255119e-06,6.4686693e-11,2.5828894e-06,6.4686693e-11,2.5372829e-06,6.4686693e-11,3.0103983e-06
6.4786693e-11,2.7187222e-06,6.4786693e-11,2.5765134e-06,6.4786693e-11,2.5309978e-06,6.4786693e-11,3.0011093e-06
6.4886693e-11,2.7119665e-06,6.4886693e-11,2.5701698e-06,6.4886693e-11,2.524744e-06,6.4886693e-11,2.9918701e-06
6.4986693e-11,2.7052445e-06,6.4986693e-11,2.5638582e-06,6.4986693e-11,2.518521e-06,6.4986693e-11,2.9826802e-06
6.5086693e-11,2.698556e-06,6.5086693e-11,2.5575785e-06,6.5086693e-11,2.5123288e-06,6.5086693e-11,2.9735395e-06
6.5186693e-11,2.6919008e-06,6.5186693e-11,2.5513304e-06,6.5186693e-11,2.5061672e-06,6.5186693e-11,2.9644475e-06
6.5286693e-11,2.6852787e-06,6.5286693e-11,2.5451138e-06,6.5286693e-11,2.5000359e-06,6.5286693e-11,2.955404e-06
6.5386693e-11,2.6786895e-06,6.5386693e-11,2.5389285e-06,6.5386693e-11,2.4939348e-06,6.5386693e-11,2.9464086e-06
6.5486693e-11,2.6721329e-06,6.5486693e-11,2.5327742e-06,6.5486693e-11,2.4878636e-06,6.5486693e-11,2.9374612e-06
6.5586693e-11,2.6656089e-06,6.5586693e-11,2.5266508e-06,6.5586693e-11,2.4818223e-06,6.5586693e-11,2.9285612e-06
6.5686693e-11,2.6591172e-06,6.5686693e-11,2.5205581e-06,6.5686693e-11,2.4758105e-06,6.5686693e-11,2.9197085e-06
6.5786693e-11,2.6526576e-06,6.5786693e-11,2.5144959e-06,6.5786693e-11,2.4698281e-06,6.5786693e-11,2.9109027e-06
6.5886693e-11,2.6462298e-06,6.5886693e-11,2.508464e-06,6.5886693e-11,2.463875e-06,6.5886693e-11,2.9021436e-06
6.5986693e-11,2.6398338e-06,6.5986693e-11,2.5024622e-06,6.5986693e-11,2.4579509e-06,6.5986693e-11,2.8934309e-06
6.6086693e-11,2.6334693e-06,6.6086693e-11,2.4964903e-06,6.6086693e-11,2.4520557e-06,6.6086693e-11,2.8847641e-06
6.6186693e-11,2.6271361e-06,6.6186693e-11,2.4905482e-06,6.6186693e-11,2.4461892e-06,6.6186693e-11,2.8761432e-06
6.6286693e-11,2.6208341e-06,6.6286693e-11,2.4846356e-06,6.6286693e-11,2.4403513e-06,6.6286693e-11,2.8675676e-06
6.6386693e-11,2.614563e-06,6.6386693e-11,2.4787525e-06,6.6386693e-11,2.4345417e-06,6.6386693e-11,2.8590373e-06
6.6486693e-11,2.6083226e-06,6.6486693e-11,2.4728985e-06,6.6486693e-11,2.4287602e-06,6.6486693e-11,2.8505518e-06
6.6586693e-11,2.6021129e-06,6.6586693e-11,2.4670736e-06,6.6586693e-11,2.4230068e-06,6.6586693e-11,2.842111e-06
6.6686693e-11,2.5959335e-06,6.6686693e-11,2.4612776e-06,6.6686693e-11,2.4172813e-06,6.6686693e-11,2.8337144e-06
6.6786693e-11,2.5897844e-06,6.6786693e-11,2.4555102e-06,6.6786693e-11,2.4115834e-06,6.6786693e-11,2.8253619e-06
6.6886693e-11,2.5836652e-06,6.6886693e-11,2.4497713e-06,6.6886693e-11,2.405913e-06,6.6886693e-11,2.8170531e-06
6.6986693e-11,2.577576e-06,6.6986693e-11,2.4440608e-06,6.6986693e-11,2.4002701e-06,6.6986693e-11,2.8087878e-06
6.7086693e-11,2.5715164e-06,6.7086693e-11,2.4383784e-06,6.7086693e-11,2.3946543e-06,6.7086693e-11,2.8005657e-06
6.7186693e-11,2.5654862e-06,6.7186693e-11,2.432724e-06,6.7186693e-11,2.3890655e-06,6.7186693e-11,2.7923865e-06
6.7286693e-11,2.5594854e-06,6.7286693e-11,2.4270975e-06,6.7286693e-11,2.3835037e-06,6.7286693e-11,2.7842499e-06
6.7386693e-11,2.5535137e-06,6.7386693e-11,2.4214986e-06,6.7386693e-11,2.3779686e-06,6.7386693e-11,2.7761557e-06
6.7486693e-11,2.547571e-06,6.7486693e-11,2.4159271e-06,6.7486693e-11,2.37246e-06,6.7486693e-11,2.7681036e-06
6.7586693e-11,2.541657e-06,6.7586693e-11,2.410383e-06,6.7586693e-11,2.3669779e-06,6.7586693e-11,2.7600933e-06
6.7686693e-11,2.5357717e-06,6.7686693e-11,2.404866e-06,6.7686693e-11,2.361522e-06,6.7686693e-11,2.7521246e-06
6.7786693e-11,2.5299148e-06,6.7786693e-11,2.399376e-06,6.7786693e-11,2.3560923e-06,6.7786693e-11,2.7441973e-06
6.7886693e-11,2.5240861e-06,6.7886693e-11,2.3939128e-06,6.7886693e-11,2.3506885e-06,6.7886693e-11,2.7363109e-06
6.7986693e-11,2.5182855e-06,6.7986693e-11,2.3884763e-06,6.7986693e-11,2.3453105e-06,6.7986693e-11,2.7284654e-06
6.8086693e-11,2.5125129e-06,6.8086693e-11,2.3830662e-06,6.8086693e-11,2.3399582e-06,6.8086693e-11,2.7206603e-06
6.8186693e-11,2.5067679e-06,6.8186693e-11,2.3776825e-06,6.8186693e-11,2.3346314e-06,6.8186693e-11,2.7128956e-06
6.8286693e-11,2.5010506e-06,6.8286693e-11,2.3723249e-06,6.8286693e-11,2.32933e-06,6.8286693e-11,2.7051709e-06
6.8386693e-11,2.4953606e-06,6.8386693e-11,2.3669933e-06,6.8386693e-11,2.3240538e-06,6.8386693e-11,2.6974859e-06
6.8486693e-11,2.4896979e-06,6.8486693e-11,2.3616875e-06,6.8486693e-11,2.3188027e-06,6.8486693e-11,2.6898405e-06
6.8586693e-11,2.4840622e-06,6.8586693e-11,2.3564074e-06,6.8586693e-11,2.3135765e-06,6.8586693e-11,2.6822344e-06
6.8686693e-11,2.4784534e-06,6.8686693e-11,2.3511528e-06,6.8686693e-11,2.3083751e-06,6.8686693e-11,2.6746673e-06
6.8786693e-11,2.4728713e-06,6.8786693e-11,2.3459235e-06,6.8786693e-11,2.3031984e-06,6.8786693e-11,2.667139e-06
6.8886693e-11,2.4673159e-06,6.8886693e-11,2.3407195e-06,6.8886693e-11,2.2980461e-06,6.8886693e-11,2.6596492e-06
6.8986693e-11,2.4617868e-06,6.8986693e-11,2.3355405e-06,6.8986693e-11,2.2929182e-06,6.8986693e-11,2.6521978e-06
6.9086693e-11,2.4562839e-06,6.9086693e-11,2.3303863e-06,6.9086693e-11,2.2878146e-06,6.9086693e-11,2.6447844e-06
6.9186693e-11,2.4508071e-06,6.9186693e-11,2.3252569e-06,6.9186693e-11,2.282735e-06,6.9186693e-11,2.6374089e-06
6.9286693e-11,2.4453562e-06,6.9286693e-11,2.320152e-06,6.9286693e-11,2.2776793e-06,6.9286693e-11,2.630071e-06
6.9386693e-11,2.4399311e-06,6.9386693e-11,2.3150716e-06,6.9386693e-11,2.2726474e-06,6.9386693e-11,2.6227705e-06
6.9486693e-11,2.4345315e-06,6.9486693e-11,2.3100153e-06,6.9486693e-11,2.2676392e-06,6.9486693e-11,2.6155072e-06
6.9586693e-11,2.4291574e-06,6.9586693e-11,2.3049832e-06,6.9586693e-11,2.2626545e-06,6.9586693e-11,2.6082808e-06
6.9686693e-11,2.4238086e-06,6.9686693e-11,2.2999751e-06,6.9686693e-11,2.2576931e-06,6.9686693e-11,2.6010911e-06
6.9786693e-11,2.4184848e-06,6.9786693e-11,2.2949907e-06,6.9786693e-11,2.252755e-06,6.9786693e-11,2.5939379e-06
6.9886693e-11,2.413186e-06,6.9886693e-11,2.29003e-06,6.9886693e-11,2.24784e-06,6.9886693e-11,2.586821e-06
6.9986693e-11,2.407912e-06,6.9986693e-11,2.2850927e-06,6.9986693e-11,2.242948e-06,6.9986693e-11,2.5797401e-06
7.0086693e-11,2.4026627e-06,7.0086693e-11,2.2801789e-06,7.0086693e-11,2.2380787e-06,7.0086693e-11,2.5726951e-06
